,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1381,1382,six surfboards and a third as many cows,"surfboard, cow",True,Controlled arithmetic,"6,2",,"1830,1791"
1382,1383,twelve books and a third as many backpacks,"book, backpack",True,Controlled arithmetic,"12,4",,"1826,1844"
1383,1384,twelve spoons and a third as many bowls,"spoon, bowl",True,Controlled arithmetic,"12,4",,"1763,1805"
1384,1385,twelve hats and a third as many shoes,"hat, shoe",True,Controlled arithmetic,"12,4",,"1905,1893"
1385,1386,twelve toothbrushes and a third as many donuts,"toothbrush, donut",True,Controlled arithmetic,"12,4",,"1715,1829"
1386,1387,twelve oranges and a third as many apples,"orange, apple",True,Controlled arithmetic,"12,4",,"1947,1727"
1387,1388,twelve cups and a third as many bottles,"cup, bottle",True,Controlled arithmetic,"12,4",,"1787,1836"
1388,1389,twelve remotes and a third as many carrots,"remote, carrot",True,Controlled arithmetic,"12,4",,"1816,1808"
1389,1390,twelve birds and a third as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"12,4",,"1739,1809"
1390,1391,twelve fire hydrants and a third as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"12,4",,"1825,1841"
1391,1392,twelve surfboards and a third as many cows,"surfboard, cow",True,Controlled arithmetic,"12,4",,"1830,1791"
1392,1393,eight books and a quarter as many backpacks,"book, backpack",True,Controlled arithmetic,"8,2",,"1826,1844"
1393,1394,eight spoons and a quarter as many bowls,"spoon, bowl",True,Controlled arithmetic,"8,2",,"1763,1805"
1394,1395,eight hats and a quarter as many shoes,"hat, shoe",True,Controlled arithmetic,"8,2",,"1905,1893"
1395,1396,eight toothbrushes and a quarter as many donuts,"toothbrush, donut",True,Controlled arithmetic,"8,2",,"1715,1829"
1396,1397,eight oranges and a quarter as many apples,"orange, apple",True,Controlled arithmetic,"8,2",,"1947,1727"
1397,1398,eight cups and a quarter as many bottles,"cup, bottle",True,Controlled arithmetic,"8,2",,"1787,1836"
1398,1399,eight remotes and a quarter as many carrots,"remote, carrot",True,Controlled arithmetic,"8,2",,"1816,1808"
1399,1400,eight birds and a quarter as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"8,2",,"1739,1809"
1400,1401,eight fire hydrants and a quarter as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"8,2",,"1825,1841"
1401,1402,eight surfboards and a quarter as many cows,"surfboard, cow",True,Controlled arithmetic,"8,2",,"1830,1791"
1402,1403,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"3,6",,"1826,1844"
1403,1404,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"3,6",,"1763,1805"
1404,1405,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"3,6",,"1905,1893"
1405,1406,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"3,6",,"1715,1829"
1406,1407,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"3,6",,"1947,1727"
1407,1408,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"3,6",,"1787,1836"
1408,1409,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"3,6",,"1816,1808"
1409,1410,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"3,6",,"1739,1809"
1410,1411,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"3,6",,"1825,1841"
1411,1412,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"3,6",,"1830,1791"
1412,1413,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"6,12",,"1826,1844"
1413,1414,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"6,12",,"1763,1805"
1414,1415,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"6,12",,"1905,1893"
1415,1416,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"6,12",,"1715,1829"
1416,1417,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"6,12",,"1947,1727"
1417,1418,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"6,12",,"1787,1836"
1418,1419,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"6,12",,"1816,1808"
1419,1420,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"6,12",,"1739,1809"
1420,1421,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"6,12",,"1825,1841"
1421,1422,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"6,12",,"1830,1791"
1422,1423,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"2,6",,"1826,1844"
1423,1424,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"2,6",,"1763,1805"
1424,1425,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"2,6",,"1905,1893"
1425,1426,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"2,6",,"1715,1829"
1426,1427,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"2,6",,"1947,1727"
1427,1428,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"2,6",,"1787,1836"
1428,1429,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"2,6",,"1816,1808"
1429,1430,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"2,6",,"1739,1809"
1430,1431,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"2,6",,"1825,1841"
1431,1432,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"2,6",,"1830,1791"
1432,1433,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"4,12",,"1826,1844"
1433,1434,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"4,12",,"1763,1805"
1434,1435,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"4,12",,"1905,1893"
1435,1436,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"4,12",,"1715,1829"
1436,1437,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"4,12",,"1947,1727"
1437,1438,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"4,12",,"1787,1836"
1438,1439,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"4,12",,"1816,1808"
1439,1440,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"4,12",,"1739,1809"
1440,1441,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"4,12",,"1825,1841"
1441,1442,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"4,12",,"1830,1791"
1442,1443,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"2,8",,"1826,1844"
1443,1444,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"2,8",,"1763,1805"
1444,1445,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"2,8",,"1905,1893"
1445,1446,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"2,8",,"1715,1829"
1446,1447,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"2,8",,"1947,1727"
1447,1448,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"2,8",,"1787,1836"
1448,1449,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"2,8",,"1816,1808"
1449,1450,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"2,8",,"1739,1809"
1450,1451,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"2,8",,"1825,1841"
1451,1452,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"2,8",,"1830,1791"
1452,1453,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"6,3",,"1826,1844"
1453,1454,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"6,3",,"1763,1805"
1454,1455,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"6,3",,"1905,1893"
1455,1456,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"6,3",,"1715,1829"
1456,1457,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"6,3",,"1947,1727"
1457,1458,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"6,3",,"1787,1836"
1458,1459,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"6,3",,"1816,1808"
1459,1460,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"6,3",,"1739,1809"
1460,1461,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"6,3",,"1825,1841"
1461,1462,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"6,3",,"1830,1791"
1462,1463,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"12,6",,"1826,1844"
1463,1464,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"12,6",,"1763,1805"
1464,1465,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"12,6",,"1905,1893"
1465,1466,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"12,6",,"1715,1829"
1466,1467,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"12,6",,"1947,1727"
1467,1468,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"12,6",,"1787,1836"
1468,1469,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"12,6",,"1816,1808"
1469,1470,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"12,6",,"1739,1809"
1470,1471,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"12,6",,"1825,1841"
1471,1472,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"12,6",,"1830,1791"
1472,1473,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"6,2",,"1826,1844"
1473,1474,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"6,2",,"1763,1805"
1474,1475,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"6,2",,"1905,1893"
1475,1476,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"6,2",,"1715,1829"
1476,1477,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"6,2",,"1947,1727"
1477,1478,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"6,2",,"1787,1836"
1478,1479,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"6,2",,"1816,1808"
1479,1480,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"6,2",,"1739,1809"
1480,1481,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"6,2",,"1825,1841"
1481,1482,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"6,2",,"1830,1791"
1482,1483,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"12,4",,"1826,1844"
1483,1484,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"12,4",,"1763,1805"
1484,1485,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"12,4",,"1905,1893"
1485,1486,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"12,4",,"1715,1829"
1486,1487,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"12,4",,"1947,1727"
1487,1488,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"12,4",,"1787,1836"
1488,1489,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"12,4",,"1816,1808"
1489,1490,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"12,4",,"1739,1809"
1490,1491,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"12,4",,"1825,1841"
1491,1492,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"12,4",,"1830,1791"
1492,1493,three books and six backpacks,"book, backpack",True,Controlled multiple object counting,"8,2",,"1826,1844"
1493,1494,three spoons and six bowls,"spoon, bowl",True,Controlled multiple object counting,"8,2",,"1763,1805"
1494,1495,three hats and six shoes,"hat, shoe",True,Controlled multiple object counting,"8,2",,"1905,1893"
1495,1496,three toothbrushes and six donuts,"toothbrush, donut",True,Controlled multiple object counting,"8,2",,"1715,1829"
1496,1497,three oranges and six apples,"orange, apple",True,Controlled multiple object counting,"8,2",,"1947,1727"
1497,1498,three cups and six bottles,"cup, bottle",True,Controlled multiple object counting,"8,2",,"1787,1836"
1498,1499,three remotes and six carrots,"remote, carrot",True,Controlled multiple object counting,"8,2",,"1816,1808"
1499,1500,three birds and six umbrellas,"bird, umbrella",True,Controlled multiple object counting,"8,2",,"1739,1809"
1500,1501,three fire hydrants and six sandwiches,"fire hydrant, sandwich",True,Controlled multiple object counting,"8,2",,"1825,1841"
1501,1502,three surfboards and six cows,"surfboard, cow",True,Controlled multiple object counting,"8,2",,"1830,1791"
1502,1503,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1503,1504,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1504,1505,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1505,1506,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1506,1507,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1507,1508,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1508,1509,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1509,1510,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1510,1511,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1511,1512,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1512,1513,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1513,1514,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1514,1515,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1515,1516,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1516,1517,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1517,1518,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1518,1519,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1519,1520,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1520,1521,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1521,1522,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1522,1523,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1523,1524,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1524,1525,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1525,1526,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1526,1527,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1527,1528,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1528,1529,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1529,1530,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1530,1531,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1531,1532,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1532,1533,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1533,1534,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1534,1535,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1535,1536,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1536,1537,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1537,1538,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1538,1539,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1539,1540,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1540,1541,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1541,1542,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1542,1543,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1543,1544,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1544,1545,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1545,1546,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1546,1547,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1547,1548,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1548,1549,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1549,1550,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1550,1551,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1551,1552,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1552,1553,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1553,1554,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1554,1555,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1555,1556,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1556,1557,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1557,1558,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1558,1559,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1559,1560,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1560,1561,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1561,1562,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1562,1563,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1563,1564,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1564,1565,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1565,1566,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1566,1567,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1567,1568,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1568,1569,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1569,1570,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1570,1571,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1571,1572,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1572,1573,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1573,1574,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1574,1575,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1575,1576,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1576,1577,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1577,1578,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1578,1579,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1579,1580,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1580,1581,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1581,1582,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1582,1583,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1583,1584,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1584,1585,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1585,1586,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1586,1587,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1587,1588,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1588,1589,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1589,1590,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1590,1591,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1591,1592,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1592,1593,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1826,1844"
1593,1594,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1763,1805"
1594,1595,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"1905,1893"
1595,1596,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1715,1829"
1596,1597,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"1947,1727"
1597,1598,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1787,1836"
1598,1599,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1816,1808"
1599,1600,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1739,1809"
1600,1601,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1825,1841"
1601,1602,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1830,1791"
1602,1603,a book,book,True,Controlled single object,,,
1603,1604,a spoon,spoon,True,Controlled single object,,,
1604,1605,a hat,hat,True,Controlled single object,,,
1605,1606,a toothbrush,toothbrush,True,Controlled single object,,,
1606,1607,an orange,orange,True,Controlled single object,,,
1607,1608,a cup,cup,True,Controlled single object,,,
1608,1609,a remote,remote,True,Controlled single object,,,
1609,1610,a bird,bird,True,Controlled single object,,,
1610,1611,a fire hydrant,fire hydrant,True,Controlled single object,,,
1611,1612,a surfboard,surfboard,True,Controlled single object,,,
1612,1613,a book,book,True,Controlled single object,,,
1613,1614,a spoon,spoon,True,Controlled single object,,,
1614,1615,a hat,hat,True,Controlled single object,,,
1615,1616,a toothbrush,toothbrush,True,Controlled single object,,,
1616,1617,an orange,orange,True,Controlled single object,,,
1617,1618,a cup,cup,True,Controlled single object,,,
1618,1619,a remote,remote,True,Controlled single object,,,
1619,1620,a bird,bird,True,Controlled single object,,,
1620,1621,a fire hydrant,fire hydrant,True,Controlled single object,,,
1621,1622,a surfboard,surfboard,True,Controlled single object,,,
1622,1623,a book,book,True,Controlled single object,,,
1623,1624,a spoon,spoon,True,Controlled single object,,,
1624,1625,a hat,hat,True,Controlled single object,,,
1625,1626,a toothbrush,toothbrush,True,Controlled single object,,,
1626,1627,an orange,orange,True,Controlled single object,,,
1627,1628,a cup,cup,True,Controlled single object,,,
1628,1629,a remote,remote,True,Controlled single object,,,
1629,1630,a bird,bird,True,Controlled single object,,,
1630,1631,a fire hydrant,fire hydrant,True,Controlled single object,,,
1631,1632,a surfboard,surfboard,True,Controlled single object,,,
1632,1633,a book,book,True,Controlled single object,,,
1633,1634,a spoon,spoon,True,Controlled single object,,,
1634,1635,a hat,hat,True,Controlled single object,,,
1635,1636,a toothbrush,toothbrush,True,Controlled single object,,,
1636,1637,an orange,orange,True,Controlled single object,,,
1637,1638,a cup,cup,True,Controlled single object,,,
1638,1639,a remote,remote,True,Controlled single object,,,
1639,1640,a bird,bird,True,Controlled single object,,,
1640,1641,a fire hydrant,fire hydrant,True,Controlled single object,,,
1641,1642,a surfboard,surfboard,True,Controlled single object,,,
1642,1643,a book,book,True,Controlled single object,,,
1643,1644,a spoon,spoon,True,Controlled single object,,,
1644,1645,a hat,hat,True,Controlled single object,,,
1645,1646,a toothbrush,toothbrush,True,Controlled single object,,,
1646,1647,an orange,orange,True,Controlled single object,,,
1647,1648,a cup,cup,True,Controlled single object,,,
1648,1649,a remote,remote,True,Controlled single object,,,
1649,1650,a bird,bird,True,Controlled single object,,,
1650,1651,a fire hydrant,fire hydrant,True,Controlled single object,,,
1651,1652,a surfboard,surfboard,True,Controlled single object,,,
1652,1653,a backpack,backpack,True,Controlled single object,,,
1653,1654,a bowl,bowl,True,Controlled single object,,,
1654,1655,a shoe,shoe,True,Controlled single object,,,
1655,1656,a donut,donut,True,Controlled single object,,,
1656,1657,an apple,apple,True,Controlled single object,,,
1657,1658,a bottle,bottle,True,Controlled single object,,,
1658,1659,a carrot,carrot,True,Controlled single object,,,
1659,1660,an umbrella,umbrella,True,Controlled single object,,,
1660,1661,a sandwich,sandwich,True,Controlled single object,,,
1661,1662,a cow,cow,True,Controlled single object,,,
1662,1663,a backpack,backpack,True,Controlled single object,,,
1663,1664,a bowl,bowl,True,Controlled single object,,,
1664,1665,a shoe,shoe,True,Controlled single object,,,
1665,1666,a donut,donut,True,Controlled single object,,,
1666,1667,an apple,apple,True,Controlled single object,,,
1667,1668,a bottle,bottle,True,Controlled single object,,,
1668,1669,a carrot,carrot,True,Controlled single object,,,
1669,1670,an umbrella,umbrella,True,Controlled single object,,,
1670,1671,a sandwich,sandwich,True,Controlled single object,,,
1671,1672,a cow,cow,True,Controlled single object,,,
1672,1673,a backpack,backpack,True,Controlled single object,,,
1673,1674,a bowl,bowl,True,Controlled single object,,,
1674,1675,a shoe,shoe,True,Controlled single object,,,
1675,1676,a donut,donut,True,Controlled single object,,,
1676,1677,an apple,apple,True,Controlled single object,,,
1677,1678,a bottle,bottle,True,Controlled single object,,,
1678,1679,a carrot,carrot,True,Controlled single object,,,
1679,1680,an umbrella,umbrella,True,Controlled single object,,,
1680,1681,a sandwich,sandwich,True,Controlled single object,,,
1681,1682,a cow,cow,True,Controlled single object,,,
1682,1683,a backpack,backpack,True,Controlled single object,,,
1683,1684,a bowl,bowl,True,Controlled single object,,,
1684,1685,a shoe,shoe,True,Controlled single object,,,
1685,1686,a donut,donut,True,Controlled single object,,,
1686,1687,an apple,apple,True,Controlled single object,,,
1687,1688,a bottle,bottle,True,Controlled single object,,,
1688,1689,a carrot,carrot,True,Controlled single object,,,
1689,1690,an umbrella,umbrella,True,Controlled single object,,,
1690,1691,a sandwich,sandwich,True,Controlled single object,,,
1691,1692,a cow,cow,True,Controlled single object,,,
1692,1693,a backpack,backpack,True,Controlled single object,,,
1693,1694,a bowl,bowl,True,Controlled single object,,,
1694,1695,a shoe,shoe,True,Controlled single object,,,
1695,1696,a donut,donut,True,Controlled single object,,,
1696,1697,an apple,apple,True,Controlled single object,,,
1697,1698,a bottle,bottle,True,Controlled single object,,,
1698,1699,a carrot,carrot,True,Controlled single object,,,
1699,1700,an umbrella,umbrella,True,Controlled single object,,,
1700,1701,a sandwich,sandwich,True,Controlled single object,,,
1701,1702,a cow,cow,True,Controlled single object,,,
1702,1703,strawberry,strawberry,True,Single object,,,
1703,1704,blanket,blanket,True,Single object,,,
1704,1705,cabinet,cabinet,True,Single object,,,
1705,1706,carpet,carpet,True,Single object,,,
1706,1707,mug,mug,True,Single object,,,
1707,1708,building,building,True,Single object,,,
1708,1709,snowflake,snowflake,True,Single object,,,
1709,1710,ring,ring,True,Single object,,,
